770	670	2.5	96	6.643
?	?	?	?	?
640	?	3	106	?
?	?	?	82	8.1
?	?	?	?	?
780	360	3	?	7.9
730	590	3.5	109	7.95
790	420	?	96	6.1
800	575	4.5	?	8.12
?	?	?	?	6.1
800	400	3	92	?
760	395	3	94	?
?	?	?	85	6.5
302	465	3.5	104	6.5
770	320	3	83	?
?	?	?	?	?
780	420	3.5	107	8.3
800	575	4	104	8
800	500	3.5	104	8.675
690	370	3	83	8.2
?	?	?	90	8
780	500	4	103	8.6
770	350	2.5	93	7.5
760	510	3.5	108	8.51
800	450	4	104	9.07
?	?	?	110	?
?	?	?	?	8.2
780	395	3.5	102	7
?	?	?	?	6.8
?	?	?	?	7.2
?	?	?	?	8.56
720	450	3	84	?
?	?	?	?	?
680	310	2.5	79	6.8
740	370	3	92	8.03
800	620	4	108	8.47
?	?	?	?	6.7
?	?	?	97	7.91
800	670	3.5	119	8.47
?	?	?	?	7.69
730	500	3.5	103	?
750	515	?	106	7.64
800	560	3.5	107	?
800	600	4	112	8.54
?	?	?	?	?
680	340	3	?	6.7
800	465	3.5	105	8
740	570	3.5	116	6.83
?	?	?	?	?
?	?	?	?	?
?	?	?	?	7.2
790	620	4	110	7.4
?	?	?	?	8
800	620	4	115	9.1
770	500	3	104	?
?	?	?	?	?
720	320	2.5	93	8.81
?	?	?	?	7.525
800	545	3.5	111	7.9
750	320	2	?	?
770	560	4	102	8.6
650	580	3.5	?	7.4
314	485	3	88	8.23
800	500	4	100	8.16
?	?	?	?	?
800	590	3.5	110	8.7
780	530	3.5	108	5.9
770	460	4	110	7.11
750	420	3.5	103	7.7
800	570	4	108	6.6
800	520	3.5	94	7.74
?	?	?	?	7.67
?	?	?	?	7.57
780	570	4.5	107	7.71
760	630	4	102	6.7
740	400	2.5	98	6.8
340	790	4	94	6.846
?	?	?	?	7.182
?	?	?	?	8.73
740	560	3	85	7
?	?	?	?	9.3
780	575	4	110	8.53
?	?	?	?	7.2
800	550	2.5	99	8.012
770	510	3.5	94	8.17
680	395	?	90	?
?	660	3.5	119	9.1
690	420	3	86	5.74
410	575	3.5	94	7.312
750	435	3.5	103	5.494
?	?	?	?	7.94
790	580	3.5	104	5.8
595	620	3	89	7.8
780	560	4	103	9.59
770	435	3	95	6.91
750	500	3.5	100	7.875
790	500	3	110	9.67
710	340	3.5	97	5.4
?	?	?	?	?
665	685	3	97	7.8
800	530	4	111	6.9
?	?	?	?	?
790	545	4.5	?	?
?	?	?	?	7.51
790	450	3.5	?	6.71
